,Unnamed: 0,id,date,text,place,screen_name
0,0,1661196268318920705,2023-05-24 02:23:48,"Untuk memperkuat pondasi kemenangan untuk Ganjar Pranowo 2024, Sahabat Ganjar Depok berkunjung ke BMI Kota Depok.… https://t.co/4nBQjsNGl9",Indonesia,IDSahabatGanjar
1,1,1661196173997395969,2023-05-24 02:23:26,"RT @LaingenLisa: ""Semoga Ganjar Pranowo bisa melanjutkan kepemimpinan Nasional dari pak Presiden Joko Widodo,""...😎🇮🇩
Ganjar Pranowo 
https:…","DKI Jakarta, Indonesia",DiniHdianti
2,2,1661196167450099714,2023-05-24 02:23:24,"RT @ShintaSusan2: Belajar Reformasi Birokrasi bersama Ganjar Pranowo #2024menangtotal 

Becca OH MY OH MY GOD Hasto SMTOWN Abel Cristiano R…",Jakarta,ShintaSusan2
3,3,1661196146767962116,2023-05-24 02:23:19,"Untuk memperkuat pondasi kemenangan untuk Ganjar Pranowo 2024, Sahabat Ganjar Depok berkunjung ke BMI Kota Depok.… https://t.co/ZLb0Z0yLTN",,sahabatganjar
4,4,1661196142363938817,2023-05-24 02:23:18,"Belajar Reformasi Birokrasi bersama Ganjar Pranowo #2024menangtotal 

Becca OH MY OH MY GOD Hasto SMTOWN Abel Crist… https://t.co/vjPzkuCiVJ",Jakarta,ShintaSusan2
5,5,1661195985501175810,2023-05-24 02:22:41,"RT @tempodotco: Kurang Bukti, Relawan Ganjar Pranowo Gagal Polisikan Anies Baswedan soal Pembangunan Jalan Era Jokowi #TempoNasional https:…",SBY barat benowo 04 / 02 / 13,JoePhiyo
6,6,1661195963606913025,2023-05-24 02:22:35,RT @sahabatganjar: Gubernur Jawa Tengah (Jateng) Ganjar Pranowo mengunggah momen makan malam bersama dengan Wali Kota Surakarta Gibran Raka…, TNBD Sumatra Indoneaia,polt4kj4b4l23_
7,7,1661195943897886721,2023-05-24 02:22:31,"RT @NenkMonica: Menurut anda siapa yg sesungguhnya mempunyai elektabilitas yg tinggi sbg Capres dari PDIP  ? 
PUAN MAHARANI 👉 Retweet
GANJA…","Jakarta Barat, DKI Jakarta",Ahmed99432468
8,8,1661195925774274560,2023-05-24 02:22:26,"RT @Paltiwest: Prabowo Subianto: 24,5%
Ganjar Pranowo: 22,8%
Anies Baswedan: 13,6%

Survei periodik Litbang Kompas melalui wawancara tatap…",,BiBoDah1
9,9,1661195875883053058,2023-05-24 02:22:14,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…","Jakarta Barat, DKI Jakarta",Last__Sword
10,10,1661195790533165058,2023-05-24 02:21:54,"RT @MichelAdam9191: Capres PDIP Ganjar Pranowo disebut2 dalam korupsi E-KTP. 

Cawapresnya Nasaruddin Umar disebut2 dalam putusan pidana Ah…",,PribadiSetiawa4
11,11,1661195744915910656,2023-05-24 02:21:43,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…",,mukasilicon
12,12,1661195734908297216,2023-05-24 02:21:41,"RT @abhi_go0: Penghargaan Wajar Tanpa Pengecualian (WTP) ke -12 berturut2 dari Badan Pemeriksa Keuangan (BPK) RI di raih oleh 
Pemerintah P…",Somewhere over the 🌈,kf45_
13,13,1661195726754549760,2023-05-24 02:21:39,RT @Lilliand2011: Gubernur Jateng Ganjar Pranowo membuka ajang Pekan Paralympic Pelajar Daerah (Peparpeda) Jawa Tengah tahun 2023 di Kusuma…,,DS_yantie
14,14,1661195679992016896,2023-05-24 02:21:28,Masyarakat dukung Ganjar Pranowo https://t.co/Vbs3qdFQUN,"Tangerang, Indonesia",putra_mahkota3
15,15,1661195600522805250,2023-05-24 02:21:09,"RT @membangunnegri1: Intinya 2024 Presidennya Ganjar Pranowo 😎.

Becca Messi Depok Size 40 Tidur Raline Shah Laki-laki Nana Mirdad Kebangun…",,membangunnegri1
16,16,1661195585028870145,2023-05-24 02:21:05,Best Leader Ganjar Pranowo https://t.co/CWCHhmB0ok,"Tangerang, Indonesia",putra_mahkota3
17,17,1661195574060929024,2023-05-24 02:21:03,"RT @FR33D0ML4ND2_: Pemimpin terburuk adalah Presiden dengan jejak rekam tidak bersih dan penuh dongkrakan pencitraan palsu yg menjijikan.
R…",,P3n99u94t
18,18,1661195561217982465,2023-05-24 02:20:59,"RT @CNNIndonesia: Tiga nama bakal calon presiden akan maju di Pilpres 2024, yakni Prabowo Subianto, Anies Baswedan, dan Ganjar Pranowo. Ber…",,157anto
19,19,1661195490015211528,2023-05-24 02:20:42,Ganjar Pranowo adalah sosok pemimpin yang perduli terhadap mansyarakat kecil https://t.co/LJVVmwAYsW,"Tangerang, Indonesia",putra_mahkota3
20,20,1661195488538902531,2023-05-24 02:20:42,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…",,AndiniZ39292909
21,21,1661195487960248322,2023-05-24 02:20:42,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…",Indonesia,SigitWidadi
22,22,1661195336596213762,2023-05-24 02:20:06,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…","Jawa Tengah, Indonesia",021e15c77583441
23,23,1661195310495064064,2023-05-24 02:20:00,"Gibran tetap tegak lurus dukung Ganjar Pranowo.

Hasto
Messi
Salma
Laki-laki https://t.co/m0HZbCseyY",,logikabangsa
24,24,1661195310495059969,2023-05-24 02:20:00,"Gibran tetap tegak lurus dukung Ganjar Pranowo.

Hasto
Messi
Salma
Laki-laki https://t.co/o0wKhSYRjR",,mediabangsaa
25,25,1661195298230931461,2023-05-24 02:19:57,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…",,Adrian63675887
26,26,1661195124519608320,2023-05-24 02:19:15,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…","BanSel, Indonesia",BOETIX
27,27,1661195122124664832,2023-05-24 02:19:15,"RT @OposisiCerdas: Heboh Isu Hasil Survei Jokowi dan Ganjar Pranowo Diduga Dimanipulasi, Refly Harun: dengan Membayar https://t.co/or76P17n…",,AbuHani37082299
28,28,1661195113765421056,2023-05-24 02:19:13,"RT @Teropong62: Intinya 2024 Presidennya Ganjar Pranowo 😎.

Becca Messi Depok Size 40 Tidur Raline Shah Laki-laki Nana Mirdad Kebangun Fajr…",,Teropong62
29,29,1661195061072392192,2023-05-24 02:19:00,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…",,BejoPutra11
30,30,1661195058329300992,2023-05-24 02:19:00,"Ganjar Pranowo, Pemimpin sejati bangsa Indonesia https://t.co/YcwHUqlHqW","Sumatera Utara, Indonesia",inakbarnst
31,31,1661195050209120256,2023-05-24 02:18:58,"RT @Paltiwest: Prabowo Subianto: 24,5%
Ganjar Pranowo: 22,8%
Anies Baswedan: 13,6%

Survei periodik Litbang Kompas melalui wawancara tatap…",,Lucfer62
32,32,1661194898039554048,2023-05-24 02:18:21,Ganjar Pranowo sosok pemimpin yang dibutuhkan bangsa Indonesia https://t.co/MXIQ6nlokc,"Tangerang, Indonesia",putra_mahkota3
33,33,1661194767840219139,2023-05-24 02:17:50,RT @ruhutsitompul: Memalukan eh masih berani Ngebacot dan Nynyir memfitnah Mas Ganjar Pranowo Calon Presiden PDI Perjuangan dan R a k y a t…,banten,IndramayuJuli
34,34,1661194677851389953,2023-05-24 02:17:29,"RT @Suara62: Intinya 2024 Presidennya Ganjar Pranowo 😎.

Becca Messi Depok Size 40 Tidur Raline Shah Laki-laki Nana Mirdad Kebangun Fajri T…",,Suara62
35,35,1661194653058879489,2023-05-24 02:17:23,"Sementara itu, Gubernur Ganjar Pranowo dlm sambutannya menyampaikan apresiasi kepada seluruh jajarannya di Pemprov… https://t.co/sMOeI3p0BW",,AurelNovelia
36,36,1661194651343413251,2023-05-24 02:17:23,"Dinner Ganjar dan Gibran Jadi Sorotan, Ada Kaitannya dengan Prabowo?
#GanjarPranowo #PrabowoSubianto #Gibran 
https://t.co/3OEn5J9jmm","DKI Jakarta, Indonesia",ayojakartanews
37,37,1661194645483958275,2023-05-24 02:17:21,"""Semoga Ganjar Pranowo bisa melanjutkan kepemimpinan Nasional dari pak Presiden Joko Widodo,""...😎🇮🇩
Ganjar Pranowo 
https://t.co/5EYbeMtIgW",Bekasi-Jawa Barat-Indonesia,LaingenLisa
38,38,1661194636701102082,2023-05-24 02:17:19,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…",Indonesia,yudhawiguna
39,39,1661194408342212608,2023-05-24 02:16:25,"RT @Wadas_Melawan: Repost @lhkp_ppmuh 
Pada kenyataannya pemerintah pusat dan pemerintah jateng di bawah kepemimpinan Ganjar Pranowo sampai…","North Moluccas, Indonesia",linuxternate
40,40,1661194355598827521,2023-05-24 02:16:12,"RT @Official_SAGA_: Ganjar Pranowo adalah pemimpin yang konsisten mewujudkan toleransi, moderasi beragama dan melawan paham intoleran dari…",,Anjani2913
41,41,1661194349932171269,2023-05-24 02:16:11,"RT @RenaHoston178: Buka Pekan Paralympic Pelajar Daerah, Ini Pesan Ganjar 

SURAKARTA - Gubernur Jawa Tengah Ganjar Pranowo membuka ajang P…",Somewhere over the 🌈,kf45_
42,42,1661194325274038272,2023-05-24 02:16:05,"Ganjar Pranowo dan Gibran Rakabuming Dinner Bareng, Bahas Pertemuan dengan Prabowo PresidenSubianto? - Ayo Jakarta… https://t.co/boWEoZCL4w",Alam Bawah Sadar,RSeptianEGeo
43,43,1661194290083815424,2023-05-24 02:15:56,"RT @Paltiwest: Prabowo Subianto: 24,5%
Ganjar Pranowo: 22,8%
Anies Baswedan: 13,6%

Survei periodik Litbang Kompas melalui wawancara tatap…",,samgoundez
44,44,1661194248233054208,2023-05-24 02:15:46,"Ganjar Pranowo Pemimpin Sejati Bangsa Indonesia
#GanjarCapres https://t.co/otSFgcz226","Papua Barat, Indonesia",Fino32775541
45,45,1661194231430651905,2023-05-24 02:15:42,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…","Kebon Jeruk, Indonesia",DinnoAbdalla
46,46,1661194197003821056,2023-05-24 02:15:34,"RT @SuaraIND62: Siap Pak Rudianto Tjen ! kita kawal terus Ganjar Pranowo hingga menjadi RI-1 2024.

Becca Info Gempa Mag Raline Shah Messi…",,SuaraIND62
47,47,1661194161108971521,2023-05-24 02:15:26,"RT @SuaraIND62: Solid dan satu suara untuk kemenangan Ganjar Pranowo menjadi RI-1 2024.

Becca Messi Depok Size 40 Tidur Raline Shah Laki-l…",,SuaraIND62
48,48,1661194156394545153,2023-05-24 02:15:25,Gubernur Jawa Tengah Ganjar Pranowo membuka ajang Pekan Paralympic Pelajar Daerah (Peparpeda) Jawa Tengah tahun 202… https://t.co/FlnxDYtp3h,Lubang Sewu WDLT,super_mijo
49,49,1661194110148161536,2023-05-24 02:15:14,"Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres 2024. Simulasi tiga nama, Ganjar Pranowo men… https://t.co/bKZAAMT9W1",,jarudin59
50,50,1661194082377662464,2023-05-24 02:15:07,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…",Indonesia,syahindry
51,51,1661194036345204738,2023-05-24 02:14:56,"RT @RomitsuT: Relawan GP ( Ganjar Pranowo ) center. 
Kenapa bukan pemerintah atau pendukung JKW yg lapor? Kenapa justru Relawan Ganjar Pran…",,Boediantar4
52,52,1661194017080766465,2023-05-24 02:14:51,Warge Kalbar Dukong Ganjar Pranowo Jadi Presiden RI 2024-2029 https://t.co/7UVOWg4ARp,"Kalimantan Barat, Indonesia",WaluyoGangsar
53,53,1661193982645530624,2023-05-24 02:14:43,"RT @tempodotco: Kurang Bukti, Relawan Ganjar Pranowo Gagal Polisikan Anies Baswedan soal Pembangunan Jalan Era Jokowi #TempoNasional https:…",,AbuHani37082299
54,54,1661193970431696896,2023-05-24 02:14:40,Warge Kalbar Dukong Ganjar Pranowo Jadi Presiden RI 2024-2029 https://t.co/PXxrSgorz9,,mentariapr25
55,55,1661193933177905152,2023-05-24 02:14:31,Piagam penghargaan diserahkan langsung oleh Ibu Atikoh Ganjar Pranowo @atikoh.s di Gedung Dharma Wanita Provinsi Ja… https://t.co/ZiyuADQNDL,Kota Surakarta,dlhsurakarta
56,56,1661193893462016000,2023-05-24 02:14:22,"RT @Subur0204: Nyoba-nyoba ah. Kira-kira apa respon dari NITIZEN. SILAHKAN DIPILIH !

Kotak Kosong (1): RETWEET
Ganjar Pranowo(2): LIKE htt…",,UnpetitG
57,57,1661193833819045890,2023-05-24 02:14:08,"RT @Wadas_Melawan: GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS

Indikasi pelanggaran Hak As…",,beyasauvry
