,Unnamed: 0,id,date,text,place,screen_name
0,0,1675119417246769152,2023-07-01 12:29:25,"AHY Datangi Rumah Anies Baswedan Bicarakan Visi Indonesia ke Depan
S`1

AgusYudhoyono
PDemokrat
Demokrat Pro Rakyat
https://t.co/KtCe2WsXgW",sulawesi,EmbunDi14137
1,1,1675119376201293824,2023-07-01 12:29:16,"RT @Mdy_Asmara1701: Apa bener akses penonton keluar masuk di JIS ini cuma satu pintu? 

Silahkan simak sampai tuntas biar nggak gagal paham…","dibawah langit, diatas bumi",gonzales_regi
2,2,1675119371025522688,2023-07-01 12:29:14,"SMRC: AHY punya kelebihan untuk menaikkan elektabilitas Anies Baswedan
Ca8

AgusYudhoyono
PDemokrat
Demokrat Pro Ra… https://t.co/sEHLv9P8Ot",sulawesi,EmbunDi14137
3,3,1675119343989051399,2023-07-01 12:29:08,"RT @JarnasABWBpn: Harapan itu akan tercapai bila mau berikhtiar! 🥳

Dukung Kader Rakyat, Petugas Rakyat yang Pro Rakyat, Anies. Baswedan 🥰…",,chandra36841544
4,4,1675119331234164737,2023-07-01 12:29:05,"RT @bachrum_achmadi: PDIP Sebut Pembangunan JIS Agenda Kampanye Murahan Anies Baswedan.

Si Gilbert Simanjuntak ini sakit hati &amp; dengkinya…",Sumut,AAffandi8
5,5,1675119288032825344,2023-07-01 12:28:55,"RT @JarnasABWBpn: Jaklingko, salah satu kebijakan inovatif pro rakyat di Jakarta dari Anies Baswedan!

Mau Indonesia seperti Jakarta? Pilih…",Indonesia Barat,MANUKPEDET
6,6,1675119284434120707,2023-07-01 12:28:54,"RT @JarnasABWBpn: Jaklingko, salah satu kebijakan inovatif pro rakyat di Jakarta dari Anies Baswedan!

Mau Indonesia seperti Jakarta? Pilih…",,Qiqisoft
7,7,1675119224803713026,2023-07-01 12:28:40,"SMRC: AHY punya kelebihan untuk menaikkan elektabilitas Anies Baswedan
Up6

AgusYudhoyono
PDemokrat
Demokrat Pro Ra… https://t.co/PDF0EuOuaY",sulawesi,EmbunDi14137
8,8,1675119205203726336,2023-07-01 12:28:35,"RT @Mdy_Asmara1701: Apa bener akses penonton keluar masuk di JIS ini cuma satu pintu? 

Silahkan simak sampai tuntas biar nggak gagal paham…",Indonesia Barat,MANUKPEDET
9,9,1675119200430612482,2023-07-01 12:28:34,"SMRC: AHY punya kelebihan untuk menaikkan elektabilitas Anies Baswedan
Cj1

AgusYudhoyono
PDemokrat
Demokrat Pro Ra… https://t.co/N58SWUrWHs",sulawesi,EmbunDi14137
10,10,1675119175323488261,2023-07-01 12:28:28,"SMRC: AHY punya kelebihan menaikkan elektabilitas Anies Baswedan
Oq6

AgusYudhoyono
PDemokrat
Demokrat Pro Rakyat
https://t.co/eOaenpzFF7",sulawesi,EmbunDi14137
11,11,1675119147242647554,2023-07-01 12:28:21,"SMRC: AHY punya kelebihan untuk menaikkan elektabilitas Anies Baswedan
Pn2

AgusYudhoyono
PDemokrat
Demokrat Pro Ra… https://t.co/p7g6Ke5pIG",sulawesi,EmbunDi14137
12,12,1675119120248102913,2023-07-01 12:28:15,"RT @Mdy_Asmara1701: Apa bener akses penonton keluar masuk di JIS ini cuma satu pintu? 

Silahkan simak sampai tuntas biar nggak gagal paham…","Medan, Indonesia",abahiyanfikri
13,13,1675119101327577088,2023-07-01 12:28:10,"RT @abdurah26718123: JIS MASUK ""20 BIGGEST STADIUM IN THE WORLD""

Kebanggaan Mana Lagi Yang Engkau Dustakan.....!!! 

- Anies Baswedan's Le…","bumiayu,brebes,jawa tengah",Mayonkforall1
14,14,1675119082646179840,2023-07-01 12:28:06,"Pengamat: Jika Koalisi Perubahan Mau Jalannya Mulus, Anies-AHY Sedianya Jadi Pilihan. Hanta Yuda menilai Koalisi Pe… https://t.co/mN1b75iAk2",,Candra1133
15,15,1675119080196673537,2023-07-01 12:28:05,"Kriteria bacawapres untuk Anies Baswedan, AHY: punya peluang menang besar
Ia3

AgusYudhoyono
PDemokrat
Demokrat Pro… https://t.co/qWfq4wrRov",sulawesi,EmbunDi14137
16,16,1675119072260792322,2023-07-01 12:28:03,"RT @Uwaisalatas: Melihat 2 foto sosok capres Anies Baswedan dn Ganjar Pranowo saat ibadah haji diundang oleh kerajaan Arab Saudi, menurut t…","New York, USA",FariedBasalamah
17,17,1675119030263488512,2023-07-01 12:27:53,"Survei IPO: Duet Anies Baswedan - AHY kalahkan Ganjar-Airlangga dan Prabowo-Puan
Go8

AgusYudhoyono
PDemokrat
Demok… https://t.co/n7zs9asoU1",sulawesi,EmbunDi14137
18,18,1675118954401120257,2023-07-01 12:27:35,RT @The_Piroen: NasDem Terpopuler Karena Dukung Anies Baswedan https://t.co/S4mwYlpXMu lewat @YouTube,Indonesia,anie5For2024
19,19,1675118947967049729,2023-07-01 12:27:34,RT @HelmiFelis_: Jokowi Perintahkan JIS direnovasi. Banyak pihak mensinyalir perintah itu untuk menghapus jejak keberhasilan Anies Baswedan…,"Gunung Sitoli, Indonesia",pemerhaticebonk
20,20,1675118937787473920,2023-07-01 12:27:31,"RT @bos_sir: Bapak ABW @aniesbaswedan bertemu dengan putra mahkota Arab Saudi, Muhammad bin Salman al-Saud di Istana Mina, Kamis, 29 Juni 2…",,AmirGrage
21,21,1675118894972030977,2023-07-01 12:27:21,"Anies Baswedan dan AHY Akui Selalu dekat dari sejak dulu.
Fp3

AgusYudhoyono
PDemokrat
Demokrat Pro Rakyat
https://t.co/auauqP6bSd",sulawesi,EmbunDi14137
22,22,1675118878865891328,2023-07-01 12:27:17,"RT @Mdy_Asmara1701: Puan Maharani dan Anies Baswedan Saling Mendoakan saat Berhaji

“Tanpa direncanakan, kami bertemu dengan Mas Anies Basw…",,DahnioRonald
23,23,1675118865809047553,2023-07-01 12:27:14,"Pengamat: Jika Koalisi Perubahan Mau Jalannya Mulus, Anies-AHY Sedianya Jadi Pilihan. Hanta Yuda menilai Koalisi Pe… https://t.co/E5AmHAmJRb",,veronica_kyuss
24,24,1675118855637839874,2023-07-01 12:27:12,Survei IPO: Duet Anies Baswedan - AHY Kalahkan Ganjar-Airlangga dan Prabowo-Puan. Anies - AHY memperoleh suara sebe… https://t.co/JcTMmNAxOj,,veronica_kyuss
25,25,1675118841096175617,2023-07-01 12:27:08,"RT @MichelAdam9191: Hasil survei CNBC Indonesia 2 Mei 2023:
Prabowo Subianto: 17%.
Ganjar Pranowo: 16%.
Anies Baswedan: 67%. https://t.co/M…","Barcelona, Spain",satriayagami
26,26,1675118837740744705,2023-07-01 12:27:07,AHY memiliki kelebihan untuk menaikkan elektabilitas Anies Baswedan jika dia menjadi cawapresnya melawan Ganjar Pra… https://t.co/l1xGiwc414,sulawesi,EmbunDi14137
27,27,1675118831403175936,2023-07-01 12:27:06,"SMRC: AHY punya kelebihan untuk menaikan elektabilitas Anies Baswedan. ""Jika berpasangan dengan AHY, suara Anies me… https://t.co/HqZ8p9GEMn",,Candra1133
28,28,1675118812197433344,2023-07-01 12:27:01,"Luar biasa! AHY miliki kelebihan yang bisa menguntungkan Anies Baswedan di Pilpres 2024.
Tf0

AgusYudhoyono
PDemokr… https://t.co/PZdbanXOs9",sulawesi,EmbunDi14137
29,29,1675118802869321729,2023-07-01 12:26:59,"RT @JarnasABWBpn: Jaklingko, salah satu kebijakan inovatif pro rakyat di Jakarta dari Anies Baswedan!

Mau Indonesia seperti Jakarta? Pilih…",,MulyadiShofian
