,Unnamed: 0,id,date,text,place,screen_name
0,0,1661196530127351808,2023-05-24 02:24:50,"RT @eddy_widodo_165: Alhamdulilah 🤲
Bacapres @PDI_Perjuangan
Menurut Litbang Kompas dlm rilis hasil survei terbaru elektabilitas bakal capr…",INDONESIA,jijindut
1,1,1661196491896266752,2023-05-24 02:24:41,"RT @renandabachtar: Din Syamsuddin Lebih Senang AHY Jadi Cawapres Anies Baswedan Ketimbang Khofifah
https://t.co/jTPPc4pswJ",,georgiussoetjip
2,2,1661196455691046912,2023-05-24 02:24:33,"RT @PutraErlangga95: Ingin menyelamatkan Indonesia 🇲🇨 silahkan pilih Anies Baswedan 2024

Yang Setuju 🔄❤️✍️ https://t.co/dZxpzS2pz4",,003whitesky1
3,3,1661196446203523073,2023-05-24 02:24:30,"RT @idtodayco: Kurang Bukti, Relawan Ganjar Pranowo Gagal Polisikan Anies Baswedan soal Pembangunan Jalan Era Jokowi
https://t.co/4fzC1nwdoD",,et_fath
4,4,1661196388963856390,2023-05-24 02:24:17,RT @Yurissa_Samosir: Sambutan hangat dari Masyarakat Ponorogo Jawa Timur atas Kedatangan Pak Anies Baswedan di Ponorogo https://t.co/6hRZ2s…,,et_fath
5,5,1661196262090375168,2023-05-24 02:23:47,"RT @akunke10_212: Memang manis si buah duren
Mangga lah muda dari klaten
Memang anies orangnya keren 
Pantaslah sudah jadi presiden😎

Assee…",Unlock,AhmadWi1
6,6,1661196258428747786,2023-05-24 02:23:46,"RT @PutraErlangga95: Ingin menyelamatkan Indonesia 🇲🇨 silahkan pilih Anies Baswedan 2024

Yang Setuju 🔄❤️✍️ https://t.co/dZxpzS2pz4",,Netizen_73
7,7,1661196224173842433,2023-05-24 02:23:38,"RT @MichelAdam7__: Ribuan habaib, ulama, dan tokoh Madura berikan restu serta lantunkan doa untuk Anies Rasyid Baswedan. Indah. 
Sabtu, 18…","Bali, Indonesia",GidgeeSportside
8,8,1661196139797057537,2023-05-24 02:23:17,"RT @infoanies: Anies Baswedan mengajak siapapun, dari yang terdekat, untuk menjadi barisan yang memilih untuk melakukan perubahan dan perba…",,Muhamma34985027
9,9,1661196056003252224,2023-05-24 02:22:57,RT @Yurissa_Samosir: Kader Partai PAN di Riau Tetap Dukung Anies Baswedan silahkan @ZUL_Hasan bawa Gerbong Kosong karena Kami Orang Riau Te…,"jakarta,indonesia",joelpote
10,10,1661195985501175810,2023-05-24 02:22:41,"RT @tempodotco: Kurang Bukti, Relawan Ganjar Pranowo Gagal Polisikan Anies Baswedan soal Pembangunan Jalan Era Jokowi #TempoNasional https:…",SBY barat benowo 04 / 02 / 13,JoePhiyo
11,11,1661195967822204928,2023-05-24 02:22:36,"RT @syddokiddo: Terimakasih buat bapak Anies Baswedan mantan gubernur Jakarta,kami warga Jakarta yg rumahnya cuma sepetak dan ngontrak di g…","Jakarta, Indonesia",DiniHrdianti
12,12,1661195960779948033,2023-05-24 02:22:35,"RT @KrisyantoOni: Sadar Kaka, kandidat Capres 2024 bukan Jokowi, tapi Pak Ono yg punya rekam jejak masalah HAM Wadas! Dan punya prestasi Da…",,PribadiSetiawa4
13,13,1661195925774274560,2023-05-24 02:22:26,"RT @Paltiwest: Prabowo Subianto: 24,5%
Ganjar Pranowo: 22,8%
Anies Baswedan: 13,6%

Survei periodik Litbang Kompas melalui wawancara tatap…",,BiBoDah1
14,14,1661195892391833600,2023-05-24 02:22:18,"RT @HelmiFelis_: Kecerdasan melembutkan hati, kebodohan mengeraskan dan membuatnya congkak

Lihatlah video ini Anies Baswedan pilihan terba…",,MuhammadSy2641
15,15,1661195884942757888,2023-05-24 02:22:17,RT @Yurissa_Samosir: Tadi malam Warga Ponorogo Begitu Senang dan gembira dengan Kehadiran pak Anies Baswedan Bahkan Warga Ponorogo Mendoaka…,,tengkudolly12
16,16,1661195847781203968,2023-05-24 02:22:08,"RT @KrisyantoOni: Sadar Kaka, kandidat Capres 2024 bukan Jokowi, tapi Pak Ono yg punya rekam jejak masalah HAM Wadas! Dan punya prestasi Da…",,Wong_Loman
17,17,1661195780290658304,2023-05-24 02:21:52,"RT @KakekHalal: Anies Tidak Fair
Oleh : Tuan Guru Bajang

Saya menyimak pidato bakal calon presiden Bapak Anies Rasyid Baswedan semalam. Pi…",Somewhere green,AlberaD5
18,18,1661195743116525568,2023-05-24 02:21:43,"RT @xix0_3: Simpang Lima Senen, cantik dan apik sejak jaman Gubernur nya Anies Baswedan.... 
https://t.co/zvJFyRd25K https://t.co/K2om5sydPT",+62 [0711] - PLG,yuswati4271
19,19,1661195732794359808,2023-05-24 02:21:40,"RT @JarnasABWBpn: Selamat Demokrat ❤️🥰

Demokrat salah satu dari Partai Koalisi Perubahan pengusung Bacapres Anies Baswedan.

Relawan dan s…",,PribadiSetiawa4
20,20,1661195732123275264,2023-05-24 02:21:40,"RT @AbdulRachimmks: Untuk memperkuat jaringan silaturrahmi mari kita sesama pendukung Anies Rasyid Baswedan @aniesbaswedan ,Saling Follow b…",,TotoSuhadi1
21,21,1661195664443990016,2023-05-24 02:21:24,"RT @PutraErlangga95: Ingin menyelamatkan Indonesia 🇲🇨 silahkan pilih Anies Baswedan 2024

Yang Setuju 🔄❤️✍️ https://t.co/dZxpzS2pz4",Indonesia,najarimam
22,22,1661195640167079937,2023-05-24 02:21:18,"RT @Yurissa_Samosir: Bapak Din Syamsuddin Mantan PP Muhammadiyah Menanggapi Penjegalan Anies Baswedan di Pilpres 2024, padahal Hasil Survei…",,ImamMarhamah
23,23,1661195618386313217,2023-05-24 02:21:13,"RT @sutanmangara: "" Kalau pedagang ya pedagang saja,  jangan pedagang merangkap pejabat merangkap pembuat aturan."" Anies Baswedan. https://…",,DocSbi
24,24,1661195561217982465,2023-05-24 02:20:59,"RT @CNNIndonesia: Tiga nama bakal calon presiden akan maju di Pilpres 2024, yakni Prabowo Subianto, Anies Baswedan, dan Ganjar Pranowo. Ber…",,157anto
25,25,1661195560731439105,2023-05-24 02:20:59,@Sukainfo_ @chleoouk Tolak Deklarasi Anies Baswedan !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH… https://t.co/3YU5XEVqvP,,AshleyL61615473
26,26,1661195531480338432,2023-05-24 02:20:52,"RT @Yurissa_Samosir: Bapak Din Syamsuddin Mantan PP Muhammadiyah Menanggapi Penjegalan Anies Baswedan di Pilpres 2024, padahal Hasil Survei…",,URabelli2
27,27,1661195438593298433,2023-05-24 02:20:30,"RT @eddy_widodo_165: Alhamdulilah 🤲
Bacapres @PDI_Perjuangan
Menurut Litbang Kompas dlm rilis hasil survei terbaru elektabilitas bakal capr…",,JoncyJonacta
28,28,1661195408733876224,2023-05-24 02:20:23,"RT @Relawananies: Anies Baswedan Silaturahmi ke Pesantren Nurul Huda Sragen, Disambut Shalawat dan Diajak Keliling Naik Motor Trail

https:…",,AndiniZ39292909
29,29,1661195322595352578,2023-05-24 02:20:03,RT @Yurissa_Samosir: Tadi malam Warga Ponorogo Begitu Senang dan gembira dengan Kehadiran pak Anies Baswedan Bahkan Warga Ponorogo Mendoaka…,,AndiniZ39292909
